caption,dataset,category
The man holding the tree turns and picks up the gun.,hcstvg1,3.3 Instantaneous Motion & Impact
"The man with the plate puts the plate on the table, and then takes the things from the sitting man's hand, turns it down, and takes it away.",hcstvg1,3.3 Composite Action Sequences
A man in a vest walks next to a man sitting in a car.,hcstvg1,3.1.2 Passing & Crossing
The lying man pulls the little boy up.,hcstvg1,3.2 Object Transference
The man on the right-hand side of the woman in green clothes goes to her left-hand side.,hcstvg1,3.1.1 Approach & Depart
The man in the green dress walks to the corner.,hcstvg1,3.1.1 Approach & Depart
man in black suit suddenly hugs woman and kisses her,hcstvg1,1.2.3 Social/Affectionate Contact
"The woman in the pink hat takes over what the next man giving, then turns and walks to the pillar.",hcstvg1,3.2 Object Transference
The child walks up the steps and turns away,hcstvg1,3.1.1 Approach & Depart
Man in military uniform walks to the stool and sits down,hcstvg1,3.1.1 Approach & Depart
The man in the gray suit drops the thing in his hand and turns.,hcstvg1,3.3 Composite Action Sequences
long-sleeved man takes an item and turns away,hcstvg1,3.3 Instantaneous Motion & Impact
The man in blue clothes goes to the man in red and leans on the chair.,hcstvg1,3.1.1 Approach & Depart
"The man in black clothes throws away the cigarette in his hand, then walks to the woman's right, then turns his head.",hcstvg1,3.4 Composite Action Sequences
The man in black clothes walks to the man in white and stops.,hcstvg1,3.1.1 Approach & Depart
The woman in the white hat grabs the long-haired woman and hugs her.,hcstvg1,1.2.2 Manipulative Contact
The man in the hat is helped away from the car by people on both sides.,hcstvg1,3.1.1 Approach & Depart
"The man waves his hand, gets up and left",hcstvg1,3.4 Composite Action Sequences
"The man in white turban clothes turns his head to look at the man in black turban clothes, turns his head to look forward, raises his hands on his chest, and walks forward.",hcstvg1,3.4 Composite Action Sequences
The officer on the right gets off the vehicle and walks around to the left door.,hcstvg1,3.1.1 Approach & Depart
The man in the black jacket gets up from the sofa and turns around.,hcstvg1,2.3 Sequential Actions
The old man finishes a glass of milk.,hcstvg1,2.4 Durational States & Non-Actions
The man in the red suit closes his whip and hands the man in the white shirt away.,hcstvg1,3.3 Composite Action Sequences
The little boy goes to the woman and puts something on the woman's head.,hcstvg1,3.2 Object Transference
The man in the hat puts his contents down and turns his head to look at the person on the left.,hcstvg1,3.4 Composite Action Sequences
The pigtailed man pulled the black man in the hat in front of himself and pushed him down.,hcstvg1,3.3 Instantaneous Motion & Impact
The woman turns and looks at the opposite man and speaks.,hcstvg1,3.4 Composite Action Sequences
"The woman in the white-blue hat walks to the woman in white clothes and stops , gives her the money in her hand , and walks away .",hcstvg1,3.3 Composite Action Sequences
"The man in black clothes goes to the man in white and puts his hands on his waist, then releases.",hcstvg1,3.4 Composite Action Sequences
The fat man walks to the child and takes a sip of the contents of the cup.,hcstvg1,3.1.1 Approach & Depart
"The man in the hat turns around, opens his arms, and then puts arms down again.",hcstvg1,3.3 Composite Action Sequences
The man in the white shirt pushes the wine glass in front of him to the person on the right and then takes a glass for himself.,hcstvg1,3.3 Composite Action Sequences
A man in a gray suit walks to a man in a red suit.,hcstvg1,3.1.1 Approach & Depart
"The man turns left, then turns right and leaves.",hcstvg1,3.3 Composite Action Sequences
"The woman raises her right hand, and then falls on the man 's neck.",hcstvg1,3.4 Composite Action Sequences
The man in the black hat gets on the carriage and sits next to the man in the gray hat.,hcstvg1,3.4 Composite Action Sequences
The black-haired man reaches for his baby.,hcstvg1,1.2.2 Manipulative Contact
"The man in black without a turban walks forward, stretches out his hands and shakes them over his chest.",hcstvg1,3.4 Composite Action Sequences
The sitting man stands up.,hcstvg1,2.1 Actor State Change
"The man in white clothes comes in and closed the door, then sits down and puts dwon his things.",hcstvg1,3.3 Composite Action Sequences
"The boy with the cup goes to the door, looks at the man on the left, and looks at the man on the right, then turns around.",hcstvg1,3.4 Composite Action Sequences
The man in black clothes takes out money from his pocket and walks to the counter.,hcstvg1,3.3 Composite Action Sequences
"The man holds the woman's arm with his left hand, then turns away",hcstvg1,3.3 Composite Action Sequences
"The tall man reached out to receive the book from the other person, and pointed the book to the other person.",hcstvg1,3.4 Composite Action Sequences
"The white-haired man opens the door, caught the umbrella in the woman's hand, and reaches out to help the woman get out of the car.",hcstvg1,3.3 Composite Action Sequences
"A seated man, stack the papers and puts them down.",hcstvg1,3.3 Composite Action Sequences
"The man in the gray suit touches the donkey with his right hand, then touches the donkey's ear twice with his left hand.",hcstvg1,3.3 Instantaneous Motion & Impact
The man in blue clothes stands up and walks to the woman in white.,hcstvg1,3.1.1 Approach & Depart
The woman goes to the man and sits down,hcstvg1,3.1.1 Approach & Depart
The woman in white clothes orders some food from the pot and hands it to the man in the hat.,hcstvg1,3.2 Object Transference
The man in brown clothes stands up from the ground.,hcstvg1,2.1 Actor State Change
The man with the red collar runs behind the shortest child and looks at the opposite man.,hcstvg1,3.1.1 Approach & Depart
The man in black clothes reaches out and presses a button on the wall.,hcstvg1,3.3 Instantaneous Motion & Impact
The man on the left of the man in black clothes holds the person in front of him.,hcstvg1,1.2.2 Manipulative Contact
"The man holding the clothes drapes it over the sits woman, and then waves his arms.",hcstvg1,3.3 Composite Action Sequences
"The man in the hat turns to look at the woman on the left, and then looks forward.",hcstvg1,2.1 Actor State Change
"The soldier on the right yanks the gun rope, then turns and follows the man in the military cap.",hcstvg1,3.3 Composite Action Sequences
"The bald man speaks a few words to the opposite man, then turns and enters the room.",hcstvg1,3.4 Composite Action Sequences
"The man in black clothes reaches out and shakes the man in white's hand, then bends over at the table.",hcstvg1,3.3 Composite Action Sequences
The woman in the necklace touches the man's face.,hcstvg1,1.2.2 Manipulative Contact
short sleeve man trots over and takes a bag,hcstvg1,3.1.1 Approach & Depart
The sits man turns and stands up and walks to the wall.,hcstvg1,3.3 Composite Action Sequences
The man in white clothes picks up the plate on the left and places it on the right.,hcstvg1,3.2 Object Transference
"The rider comes down, then pushes the motorcycle, and turns around.",hcstvg1,3.3 Composite Action Sequences
The man in red clothes turns and shakes hands with the man on the left,hcstvg1,3.4 Composite Action Sequences
The man takes a small pot and fills it with water.,hcstvg1,3.2 Object Transference
The man in the striped long sleeve kicks twice and then kicks the man in the white vest.,hcstvg1,3.3 Composite Action Sequences
"The man in the brown suit puts his bag on the carriage, then steps onto the carriage and turns.",hcstvg1,3.3 Composite Action Sequences
The middle man takes a spoon and fills the soup in the large bowl into his own bowl.,hcstvg1,3.2 Object Transference
The man holding the hat walks to the long-haired woman and walks away with the long-haired woman.,hcstvg1,3.1.1 Approach & Depart
"The woman pushes to the stick and then sits up, holds the stick.",hcstvg1,3.3 Composite Action Sequences
The black man points at the woman next to him and then pats him.,hcstvg1,1.3.2 Indicative Gesture
"The man in black clothes holds the table, then sits next to the woman wearing the necklace.",hcstvg1,3.2 Object Transference
The policeman picks up the key and turns towards the door.,hcstvg1,3.3 Composite Action Sequences
Woman hugs with man and then strokes on the man's back with hands.,hcstvg1,1.2.3 Social/Affectionate Contact
The man in white clothes walks to the right of the sitting person and sits down.,hcstvg1,3.1.1 Approach & Depart
The man in black clothes waves his hands to the person on the left.,hcstvg1,1.3.2 Indicative Gesture
The woman in the suit gets up from the swing and shakes off the man on the left.,hcstvg1,3.3 Composite Action Sequences
The man in brown clothes turns his head to the right and then to the left.,hcstvg1,2.1 Actor State Change
The man in blue clothes turns around and says a few words.,hcstvg1,2.1 Actor State Change
"The man with the whip pushes the woman in striped clothes aside, then pushes the woman in pink clothes, and then pulls the woman in striped clothes and walks away.",hcstvg1,3.3 Composite Action Sequences
The man in black clothes reaches out and hugs the woman in front.,hcstvg1,1.2.3 Social/Affectionate Contact
The smoking woman stands up and walks away.,hcstvg1,2.1 Actor State Change
"The woman in purple clothes quickly walks down the stairs, raises her left hand to support her stomach and stops.",hcstvg1,3.1.1 Approach & Depart
The sitting man takes out a piece of paper and hands it back to the man in the black hat and puts it away.,hcstvg1,3.3 Composite Action Sequences
The man in the brown suit comes to the sofa and stops.,hcstvg1,3.1.1 Approach & Depart
"The little boy takes a few steps forward from the door to stop, then turns his head.",hcstvg1,3.1.1 Approach & Depart
"The man passes the thing to the child, and then pulls the child up.",hcstvg1,3.3 Composite Action Sequences
"The woman in purple clothes stands up and takes the letter from the woman in white, then takes a few steps then stops.",hcstvg1,3.3 Composite Action Sequences
